,Unnamed: 0,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
0,41,"[152.58374406666667, -27.70975566666668]",4.934,1.373,93.0,12.0,632.666,214.736,Jump_13,11.4043,18:44:00,50,"[152.539, -27.608]","[16.5, 11.1875, 'NaN', 'NaN', 'NaN']","[15.975, 11.0875, 'NaN', 'NaN', 'NaN']","['18:51:00', '19:01:00', '19:11:00', '19:21:00', '19:31:00']","[[-28.146667, 153.03876], [-28.191528, 153.07977], 'NaN', 'NaN', 'NaN']",10890.0,99.0,0.1202,2021-10-14 18:44:00
1,54,"[152.21442895161294, -25.94177953225807]",28.686,0.048,116.0,8.0,559.096,153.342,Jump_5,24.59675,23:22:00,8,"[152.5768, -25.9574]","[13.625, 12.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[13.3688, 12.4375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['23:25:00', '23:30:00', '23:35:00', '23:40:00', '23:45:00', '23:50:00', '23:55:00']","[[-25.939026, 152.24677], [-25.714478, 152.41711], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11105.0,-11.0,0.1226,2021-10-14 23:22:00
2,59,"[152.58374406666667, -27.70975566666668]",4.934,1.373,93.0,12.0,632.666,214.736,Jump_11,11.4043,18:44:00,50,"[152.539, -27.608]","[16.5, 11.1875, 'NaN', 'NaN', 'NaN']","[15.975, 11.0875, 'NaN', 'NaN', 'NaN']","['18:51:00', '19:01:00', '19:11:00', '19:21:00', '19:31:00']","[[-28.146667, 153.03876], [-28.191528, 153.07977], 'NaN', 'NaN', 'NaN']",10890.0,99.0,0.1202,2021-10-14 18:44:00
3,60,"[152.3265853984962, -25.966011654135347]",24.927,0.068,127.0,6.0,529.076,137.366,Jump_2,4.4414,23:30:00,8,"[152.5768, -25.9574]","[12.6875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[12.4375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['23:30:00', '23:35:00', '23:40:00', '23:45:00', '23:50:00', '23:55:00']","[[-25.714478, 152.41711], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11084.0,10.0,0.1223,2021-10-14 23:30:00
4,61,"[152.58374406666667, -27.70975566666668]",4.934,1.373,93.0,12.0,632.666,214.736,Jump_5,11.4043,18:44:00,50,"[152.539, -27.608]","[16.5, 11.1875, 'NaN', 'NaN', 'NaN']","[15.975, 11.0875, 'NaN', 'NaN', 'NaN']","['18:51:00', '19:01:00', '19:11:00', '19:21:00', '19:31:00']","[[-28.146667, 153.03876], [-28.191528, 153.07977], 'NaN', 'NaN', 'NaN']",10890.0,99.0,0.1202,2021-10-14 18:44:00
5,72,"[153.33827841509432, -28.05023669811321]",17.99,0.052,39.0,14.0,213.96,280.558,Jump_0,5.06985,22:50:00,66,"[153.24, -27.7178]","[14.5, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[14.0938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['22:50:00', '22:55:00', '23:00:00', '23:05:00', '23:10:00', '23:15:00', '23:20:00', '23:25:00', '23:30:00', '23:35:00', '23:40:00']","[[-27.861633, 153.12811], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10878.0,106.0,0.1201,2021-10-14 22:50:00
6,54,"[152.4556519102564, -27.59989101282051]",16.563,0.091,68.0,10.0,427.182,156.435,Jump_3,2.2642,04:20:00,50,"[152.539, -27.608]","['NaN', 10.1875, 21.875, 19.5, 'NaN']","['NaN', 10.1875, 18.325, 17.9, 'NaN']","['04:25:00', '04:31:00', '04:41:00', '04:51:00', '05:01:00']","['NaN', [-27.616943, 152.62018], [-27.841614, 152.78308], [-27.715698, 152.79297], 'NaN']",10951.0,38.0,0.1209,2021-10-18 04:20:00
7,32,"[148.2298307468266, -19.566904248942155]",59.385,0.128,1217.0,201.0,5827.58,2703.776,Jump_10,5.15725,06:46:00,24,"[148.075, -19.886]","[18.8125, 15.625, 11.875, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[18.075, 13.9, 11.7375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00', '07:30:00', '07:35:00']","[[-19.957031, 148.63953], [-19.866882, 148.70612], [-19.911865, 148.7063], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11744.0,-89.0,0.1296,2021-10-19 06:46:00
8,33,"[148.36218327400348, -19.54305808253791]",61.739,0.149,1603.0,178.0,7170.013,2254.308,Jump_11,2.66887,06:58:00,24,"[148.075, -19.886]","[11.875, 10.5, 21.75, 19.75, 12.0625, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[11.7375, 10.4562, 19.075, 17.625, 12.0375, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00', '07:30:00', '07:35:00', '07:40:00', '07:45:00']","[[-19.911865, 148.7063], [-19.893738, 148.7445], [-19.884705, 148.76355], [-19.83966, 148.78247], [-19.839539, 148.80164], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",11655.0,0.0,0.1286,2021-10-19 06:58:00
